id	quest_name	extra	reward
MAIN_QUEST_P_03_052	"{'text_eng': 'Revised Relaxation Center Improvement Plan', 'text_jpn': '改・療養地改造計画', 'text_chs': '疗养地改造计划·改', 'text_cht': '療養地改造計畫‧改', 'text_deu': 'Das Erholungszentrum auf Vordermann bringen', 'text_fra': ""Révision du plan d'amélioration du centre de bien-être"", 'text_kor': '휴양지 개선계획ㆍ개', 'text_rus': 'Пересмотренный план развития центра отдыха', 'text_spa': 'Nuevo plan de mejora del centro de relajación'}"	{'text_eng': 'Main Quest', 'text_jpn': 'メインクエスト', 'text_chs': '主线任务', 'text_cht': '主線任務', 'text_deu': 'Hauptaufträge', 'text_fra': 'Quêtes principales', 'text_kor': '메인 퀘스트', 'text_rus': 'Основные задания', 'text_spa': 'Misiones principales'}	{'reward': 'ITEM_INTERIOR_218'}
MAIN_QUEST_P_04_030	{'text_eng': 'Homunculus Documents', 'text_jpn': 'ホムンクルスの資料', 'text_chs': '人造人的资料', 'text_cht': '人造人的資料', 'text_deu': 'Unterlagen des Homunkulus', 'text_fra': 'Documents sur les homoncules', 'text_kor': '호문쿨루스에 관한 자료', 'text_rus': 'Документы о гомункулах', 'text_spa': 'Documentos sobre los homúnculos'}	{'text_eng': 'Main Quest', 'text_jpn': 'メインクエスト', 'text_chs': '主线任务', 'text_cht': '主線任務', 'text_deu': 'Hauptaufträge', 'text_fra': 'Quêtes principales', 'text_kor': '메인 퀘스트', 'text_rus': 'Основные задания', 'text_spa': 'Misiones principales'}	{'reward': 'ITEM_INTERIOR_219'}
MAIN_QUEST_P_04_031	{'text_eng': 'Homunculus Documents', 'text_jpn': 'ホムンクルスの資料', 'text_chs': '人造人的资料', 'text_cht': '人造人的資料', 'text_deu': 'Unterlagen des Homunkulus', 'text_fra': 'Documents sur les homoncules', 'text_kor': '호문쿨루스에 관한 자료', 'text_rus': 'Документы о гомункулах', 'text_spa': 'Documentos sobre los homúnculos'}	{'text_eng': 'Main Quest', 'text_jpn': 'メインクエスト', 'text_chs': '主线任务', 'text_cht': '主線任務', 'text_deu': 'Hauptaufträge', 'text_fra': 'Quêtes principales', 'text_kor': '메인 퀘스트', 'text_rus': 'Основные задания', 'text_spa': 'Misiones principales'}	{'reward': 'ITEM_INTERIOR_219'}
MAIN_QUEST_P_04_040	{'text_eng': 'Suspecting Licht', 'text_jpn': 'リヒトの疑惑', 'text_chs': '利希特的疑点', 'text_cht': '利希特的可疑之處', 'text_deu': 'Zweifel an Licht', 'text_fra': 'Soupçons sur Licht', 'text_kor': '리히트의 의심', 'text_rus': 'Лихт под подозрением', 'text_spa': 'Sospechas sobre Licht'}	{'text_eng': 'Main Quest', 'text_jpn': 'メインクエスト', 'text_chs': '主线任务', 'text_cht': '主線任務', 'text_deu': 'Hauptaufträge', 'text_fra': 'Quêtes principales', 'text_kor': '메인 퀘스트', 'text_rus': 'Основные задания', 'text_spa': 'Misiones principales'}	{'reward': 'ITEM_INTERIOR_205'}
MAIN_QUEST_P_04_041	{'text_eng': 'Suspecting Licht', 'text_jpn': 'リヒトの疑惑', 'text_chs': '利希特的疑点', 'text_cht': '利希特的可疑之處', 'text_deu': 'Zweifel an Licht', 'text_fra': 'Soupçons sur Licht', 'text_kor': '리히트의 의심', 'text_rus': 'Лихт под подозрением', 'text_spa': 'Sospechas sobre Licht'}	{'text_eng': 'Main Quest', 'text_jpn': 'メインクエスト', 'text_chs': '主线任务', 'text_cht': '主線任務', 'text_deu': 'Hauptaufträge', 'text_fra': 'Quêtes principales', 'text_kor': '메인 퀘스트', 'text_rus': 'Основные задания', 'text_spa': 'Misiones principales'}	{'reward': 'ITEM_INTERIOR_205'}
MAIN_QUEST_P_04_042	{'text_eng': 'Suspecting Licht', 'text_jpn': 'リヒトの疑惑', 'text_chs': '利希特的疑点', 'text_cht': '利希特的可疑之處', 'text_deu': 'Zweifel an Licht', 'text_fra': 'Soupçons sur Licht', 'text_kor': '리히트의 의심', 'text_rus': 'Лихт под подозрением', 'text_spa': 'Sospechas sobre Licht'}	{'text_eng': 'Main Quest', 'text_jpn': 'メインクエスト', 'text_chs': '主线任务', 'text_cht': '主線任務', 'text_deu': 'Hauptaufträge', 'text_fra': 'Quêtes principales', 'text_kor': '메인 퀘스트', 'text_rus': 'Основные задания', 'text_spa': 'Misiones principales'}	{'reward': 'ITEM_INTERIOR_205'}
CHARACTER_QUEST_VICTOR_01	"{'text_eng': ""Viktor's Virtue 2"", 'text_jpn': 'ヴィクトルの正義・２', 'text_chs': '维克多的正义 2', 'text_cht': '維克多的正義 2', 'text_deu': 'Viktors Tugenden 2', 'text_fra': 'La vertu de Viktor 2', 'text_kor': '빅토르의 정의2', 'text_rus': 'Доблесть Виктора 2', 'text_spa': 'El bueno de Viktor\xa02'}"	{'text_eng': 'Viktor', 'text_jpn': 'ヴィクトル', 'text_chs': '维克多', 'text_cht': '維克多', 'text_deu': 'Viktor', 'text_fra': 'Viktor', 'text_kor': '빅토르', 'text_rus': 'Виктор', 'text_spa': 'Viktor'}	[{'reward_hash': 'ITEM_INTERIOR_10'}, {'reward_hash': 'ITEM_INTERIOR_36'}]
CHARACTER_QUEST_VICTOR_03	"{'text_eng': ""Viktor's Virtue 4"", 'text_jpn': 'ヴィクトルの正義・４', 'text_chs': '维克多的正义 4', 'text_cht': '維克多的正義 4', 'text_deu': 'Viktors Tugenden 4', 'text_fra': 'La vertu de Viktor 4', 'text_kor': '빅토르의 정의4', 'text_rus': 'Доблесть Виктора 4', 'text_spa': 'El bueno de Viktor\xa04'}"	{'text_eng': 'Viktor', 'text_jpn': 'ヴィクトル', 'text_chs': '维克多', 'text_cht': '維克多', 'text_deu': 'Viktor', 'text_fra': 'Viktor', 'text_kor': '빅토르', 'text_rus': 'Виктор', 'text_spa': 'Viktor'}	[{'reward_hash': 'ITEM_INTERIOR_21'}, {'reward_hash': 'ITEM_INTERIOR_46'}]
CHARACTER_QUEST_VICTOR_05	{'text_eng': 'Butterfingers', 'text_jpn': '不器用', 'text_chs': '笨手笨脚', 'text_cht': '笨手笨腳', 'text_deu': 'Tollpatsch', 'text_fra': 'Gauche', 'text_kor': '서투른 솜씨', 'text_rus': 'Растяпа', 'text_spa': 'Manos de mantequilla'}	{'text_eng': 'Viktor', 'text_jpn': 'ヴィクトル', 'text_chs': '维克多', 'text_cht': '維克多', 'text_deu': 'Viktor', 'text_fra': 'Viktor', 'text_kor': '빅토르', 'text_rus': 'Виктор', 'text_spa': 'Viktor'}	[{'reward_hash': 'ITEM_INTERIOR_54'}, {'reward_hash': 'ITEM_INTERIOR_67'}]
CHARACTER_QUEST_VICTOR_07	{'text_eng': 'Sleeping Like a Baby', 'text_jpn': '寝る子は育つ', 'text_chs': '睡得多长得快', 'text_cht': '睡得多，長得快', 'text_deu': 'Schlafen ist die beste Medizin', 'text_fra': 'À poings fermés', 'text_kor': '수면은 성장의 비결', 'text_rus': 'Спит как младенец', 'text_spa': 'A mimir'}	{'text_eng': 'Viktor', 'text_jpn': 'ヴィクトル', 'text_chs': '维克多', 'text_cht': '維克多', 'text_deu': 'Viktor', 'text_fra': 'Viktor', 'text_kor': '빅토르', 'text_rus': 'Виктор', 'text_spa': 'Viktor'}	[{'reward_hash': 'ITEM_INTERIOR_107'}, {'reward_hash': 'ITEM_INTERIOR_83'}]
CHARACTER_QUEST_VICTOR_08	{'text_eng': 'Ties to Erhard', 'text_jpn': 'エアハルトとの関係', 'text_chs': '与艾哈德的交情', 'text_cht': '與艾哈德的關係', 'text_deu': 'Verbindungen zu Erhard', 'text_fra': 'Liens à Erhard', 'text_kor': '에어하르트와의 관계', 'text_rus': 'Связи с Эрхардом', 'text_spa': 'El vínculo con Erhard'}	{'text_eng': 'Viktor', 'text_jpn': 'ヴィクトル', 'text_chs': '维克多', 'text_cht': '維克多', 'text_deu': 'Viktor', 'text_fra': 'Viktor', 'text_kor': '빅토르', 'text_rus': 'Виктор', 'text_spa': 'Viktor'}	[{'reward_hash': 'ITEM_INTERIOR_93'}, {'reward_hash': 'ITEM_INTERIOR_125'}]
CHARACTER_QUEST_ISRA_00	{'text_eng': 'Our Special Connection 1', 'text_jpn': '２人だけの関係・１', 'text_chs': '独一无二的关系 1', 'text_cht': '只屬於兩人的關係 1', 'text_deu': 'Unsere besondere Verbindung 1', 'text_fra': 'Notre connexion spéciale\xa01', 'text_kor': '두 사람만의 관계1', 'text_rus': 'Наша особая связь 1', 'text_spa': 'Nuestro vínculo especial 1'}	{'text_eng': 'Isla', 'text_jpn': 'アイラ', 'text_chs': '艾菈', 'text_cht': '艾菈', 'text_deu': 'Isla', 'text_fra': 'Isla', 'text_kor': '아일라', 'text_rus': 'Айла', 'text_spa': 'Isla'}	[{'reward_hash': 'ITEM_INTERIOR_11'}, {'reward_hash': 'ITEM_INTERIOR_37'}]
CHARACTER_QUEST_ISRA_01	{'text_eng': 'Our Special Connection 2', 'text_jpn': '２人だけの関係・２', 'text_chs': '独一无二的关系 2', 'text_cht': '只屬於兩人的關係 2', 'text_deu': 'Unsere besondere Verbindung 2', 'text_fra': 'Notre connexion spéciale\xa02', 'text_kor': '두 사람만의 관계2', 'text_rus': 'Наша особая связь 2', 'text_spa': 'Nuestro vínculo especial 2'}	{'text_eng': 'Isla', 'text_jpn': 'アイラ', 'text_chs': '艾菈', 'text_cht': '艾菈', 'text_deu': 'Isla', 'text_fra': 'Isla', 'text_kor': '아일라', 'text_rus': 'Айла', 'text_spa': 'Isla'}	[{'reward_hash': 'ITEM_INTERIOR_22'}, {'reward_hash': 'ITEM_INTERIOR_47'}]
CHARACTER_QUEST_ISRA_02	{'text_eng': 'Our Special Connection 3', 'text_jpn': '２人だけの関係・３', 'text_chs': '独一无二的关系 3', 'text_cht': '只屬於兩人的關係 3', 'text_deu': 'Unsere besondere Verbindung 3', 'text_fra': 'Notre connexion spéciale\xa03', 'text_kor': '두 사람만의 관계3', 'text_rus': 'Наша особая связь 3', 'text_spa': 'Nuestro vínculo especial 3'}	{'text_eng': 'Isla', 'text_jpn': 'アイラ', 'text_chs': '艾菈', 'text_cht': '艾菈', 'text_deu': 'Isla', 'text_fra': 'Isla', 'text_kor': '아일라', 'text_rus': 'Айла', 'text_spa': 'Isla'}	[{'reward_hash': 'ITEM_INTERIOR_55'}, {'reward_hash': 'ITEM_INTERIOR_68'}]
CHARACTER_QUEST_ISRA_03	{'text_eng': 'Our Special Connection 4', 'text_jpn': '２人だけの関係・４', 'text_chs': '独一无二的关系 4', 'text_cht': '只屬於兩人的關係 4', 'text_deu': 'Unsere besondere Verbindung 4', 'text_fra': 'Notre connexion spéciale\xa04', 'text_kor': '두 사람만의 관계4', 'text_rus': 'Наша особая связь 4', 'text_spa': 'Nuestro vínculo especial 4'}	{'text_eng': 'Isla', 'text_jpn': 'アイラ', 'text_chs': '艾菈', 'text_cht': '艾菈', 'text_deu': 'Isla', 'text_fra': 'Isla', 'text_kor': '아일라', 'text_rus': 'Айла', 'text_spa': 'Isla'}	[{'reward_hash': 'ITEM_INTERIOR_108'}, {'reward_hash': 'ITEM_INTERIOR_84'}]
CHARACTER_QUEST_ISRA_04	{'text_eng': 'Friend to the Alber', 'text_jpn': 'アルバーとの仲', 'text_chs': '与阿尔巴的交情', 'text_cht': '與阿爾巴的交情', 'text_deu': 'Freund der Alber', 'text_fra': 'Amis des Alber', 'text_kor': '알버와의 관계', 'text_rus': 'Дружба с альберами', 'text_spa': 'Nueva amistad con los Alber'}	{'text_eng': 'Isla', 'text_jpn': 'アイラ', 'text_chs': '艾菈', 'text_cht': '艾菈', 'text_deu': 'Isla', 'text_fra': 'Isla', 'text_kor': '아일라', 'text_rus': 'Айла', 'text_spa': 'Isla'}	[{'reward_hash': 'ITEM_INTERIOR_94'}, {'reward_hash': 'ITEM_INTERIOR_126'}]
CHARACTER_QUEST_RUTGER_00	{'text_eng': 'Problem Child, Problem Solver 1', 'text_jpn': '問題児との交流・１', 'text_chs': '问题儿童相处难 1', 'text_cht': '與問題兒童的交流 1', 'text_deu': 'Sorgenkind und Problemlöser 1', 'text_fra': 'Enfant à problème résolu 1', 'text_kor': '문제아와의 교류1', 'text_rus': 'Маленькие детки\xa0— маленькие бедки 1', 'text_spa': 'Chico con problemas, chico con soluciones 1'}	{'text_eng': 'Rutger', 'text_jpn': 'ルトガー', 'text_chs': '鲁格', 'text_cht': '魯格', 'text_deu': 'Rutger', 'text_fra': 'Rutger', 'text_kor': '루트거', 'text_rus': 'Рутгер', 'text_spa': 'Rutger'}	[{'reward_hash': 'ITEM_INTERIOR_13'}, {'reward_hash': 'ITEM_INTERIOR_39'}]
CHARACTER_QUEST_RUTGER_02	{'text_eng': 'Problem Child, Problem Solver 3', 'text_jpn': '問題児との交流・３', 'text_chs': '问题儿童相处难 3', 'text_cht': '與問題兒童的交流 3', 'text_deu': 'Sorgenkind und Problemlöser 3', 'text_fra': 'Enfant à problème résolu 3', 'text_kor': '문제아와의 교류3', 'text_rus': 'Маленькие детки\xa0— маленькие бедки 3', 'text_spa': 'Chico con problemas, chico con soluciones 3'}	{'text_eng': 'Rutger', 'text_jpn': 'ルトガー', 'text_chs': '鲁格', 'text_cht': '魯格', 'text_deu': 'Rutger', 'text_fra': 'Rutger', 'text_kor': '루트거', 'text_rus': 'Рутгер', 'text_spa': 'Rutger'}	[{'reward_hash': 'ITEM_INTERIOR_24'}, {'reward_hash': 'ITEM_INTERIOR_49'}]
CHARACTER_QUEST_RUTGER_03	{'text_eng': 'Problem Child, Problem Solver 4', 'text_jpn': '問題児との交流・４', 'text_chs': '问题儿童相处难 4', 'text_cht': '與問題兒童的交流 4', 'text_deu': 'Sorgenkind und Problemlöser 4', 'text_fra': 'Enfant à problème résolu 4', 'text_kor': '문제아와의 교류4', 'text_rus': 'Маленькие детки\xa0— маленькие бедки 4', 'text_spa': 'Chico con problemas, chico con soluciones 4'}	{'text_eng': 'Rutger', 'text_jpn': 'ルトガー', 'text_chs': '鲁格', 'text_cht': '魯格', 'text_deu': 'Rutger', 'text_fra': 'Rutger', 'text_kor': '루트거', 'text_rus': 'Рутгер', 'text_spa': 'Rutger'}	[{'reward_hash': 'ITEM_INTERIOR_57'}, {'reward_hash': 'ITEM_INTERIOR_70'}]
CHARACTER_QUEST_RUTGER_04	"{'text_eng': ""Rutger's Box"", 'text_jpn': 'ルトガーの箱', 'text_chs': '鲁格的箱子', 'text_cht': '魯格的箱子', 'text_deu': 'Rutgers Versteck', 'text_fra': 'La boîte de Rutger', 'text_kor': '루트거의 상자', 'text_rus': 'Сундук Рутгера', 'text_spa': 'El almacén de Rutger'}"	{'text_eng': 'Rutger', 'text_jpn': 'ルトガー', 'text_chs': '鲁格', 'text_cht': '魯格', 'text_deu': 'Rutger', 'text_fra': 'Rutger', 'text_kor': '루트거', 'text_rus': 'Рутгер', 'text_spa': 'Rutger'}	[{'reward_hash': 'ITEM_INTERIOR_110'}, {'reward_hash': 'ITEM_INTERIOR_86'}]
CHARACTER_QUEST_RUTGER_05	{'text_eng': 'Priceless Memories', 'text_jpn': '売れない思い出', 'text_chs': '卖不出去的回忆', 'text_cht': '賣不出去的回憶', 'text_deu': 'Kostbare Erinnerungen', 'text_fra': 'Souvenirs précieux', 'text_kor': '팔리지 않는 추억', 'text_rus': 'Бесценные воспоминания', 'text_spa': 'Recuerdos muy preciados'}	{'text_eng': 'Rutger', 'text_jpn': 'ルトガー', 'text_chs': '鲁格', 'text_cht': '魯格', 'text_deu': 'Rutger', 'text_fra': 'Rutger', 'text_kor': '루트거', 'text_rus': 'Рутгер', 'text_spa': 'Rutger'}	[{'reward_hash': 'ITEM_INTERIOR_96'}, {'reward_hash': 'ITEM_INTERIOR_128'}]
CHARACTER_QUEST_NINA_00	"{'text_eng': ""A Mercenary's Search 1"", 'text_jpn': '傭兵の探し物・１', 'text_chs': '寻找佣兵的失物 1', 'text_cht': '尋找傭兵的失物 1', 'text_deu': 'Die Suche einer Söldnerin 1', 'text_fra': ""La quête d'une mercenaire\xa01"", 'text_kor': '용병이 찾는 물건1', 'text_rus': 'Поиск наемника 1', 'text_spa': 'La búsqueda de una mercenaria 1'}"	{'text_eng': 'Nina', 'text_jpn': 'ニーナ', 'text_chs': '妮娜', 'text_cht': '妮娜', 'text_deu': 'Nina', 'text_fra': 'Nina', 'text_kor': '니나', 'text_rus': 'Нина', 'text_spa': 'Nina'}	[{'reward_hash': 'ITEM_INTERIOR_09'}, {'reward_hash': 'ITEM_INTERIOR_35'}]
CHARACTER_QUEST_NINA_01	"{'text_eng': ""A Mercenary's Search 2"", 'text_jpn': '傭兵の探し物・２', 'text_chs': '寻找佣兵的失物 2', 'text_cht': '尋找傭兵的失物 2', 'text_deu': 'Die Suche einer Söldnerin 2', 'text_fra': ""La quête d'une mercenaire\xa02"", 'text_kor': '용병이 찾는 물건2', 'text_rus': 'Поиск наемника 2', 'text_spa': 'La búsqueda de una mercenaria 2'}"	{'text_eng': 'Nina', 'text_jpn': 'ニーナ', 'text_chs': '妮娜', 'text_cht': '妮娜', 'text_deu': 'Nina', 'text_fra': 'Nina', 'text_kor': '니나', 'text_rus': 'Нина', 'text_spa': 'Nina'}	[{'reward_hash': 'ITEM_INTERIOR_53'}, {'reward_hash': 'ITEM_INTERIOR_66'}]
CHARACTER_QUEST_NINA_02	"{'text_eng': ""A Mercenary's Search 3"", 'text_jpn': '傭兵の探し物・３', 'text_chs': '寻找佣兵的失物 3', 'text_cht': '尋找傭兵的失物 3', 'text_deu': 'Die Suche einer Söldnerin 3', 'text_fra': ""La quête d'une mercenaire\xa03"", 'text_kor': '용병이 찾는 물건3', 'text_rus': 'Поиск наемника 3', 'text_spa': 'La búsqueda de una mercenaria 3'}"	{'text_eng': 'Nina', 'text_jpn': 'ニーナ', 'text_chs': '妮娜', 'text_cht': '妮娜', 'text_deu': 'Nina', 'text_fra': 'Nina', 'text_kor': '니나', 'text_rus': 'Нина', 'text_spa': 'Nina'}	[{'reward_hash': 'ITEM_INTERIOR_20'}, {'reward_hash': 'ITEM_INTERIOR_45'}]
CHARACTER_QUEST_NINA_03	"{'text_eng': ""A Mercenary's Search 4"", 'text_jpn': '傭兵の探し物・４', 'text_chs': '寻找佣兵的失物 4', 'text_cht': '尋找傭兵的失物 4', 'text_deu': 'Die Suche einer Söldnerin 4', 'text_fra': ""La quête d'une mercenaire\xa04"", 'text_kor': '용병이 찾는 물건4', 'text_rus': 'Поиск наемника 4', 'text_spa': 'La búsqueda de una mercenaria 4'}"	{'text_eng': 'Nina', 'text_jpn': 'ニーナ', 'text_chs': '妮娜', 'text_cht': '妮娜', 'text_deu': 'Nina', 'text_fra': 'Nina', 'text_kor': '니나', 'text_rus': 'Нина', 'text_spa': 'Nina'}	[{'reward_hash': 'ITEM_INTERIOR_106'}, {'reward_hash': 'ITEM_INTERIOR_82'}]
CHARACTER_QUEST_NINA_05	{'text_eng': 'Hometown Everlasting', 'text_jpn': '故郷は死なず', 'text_chs': '故乡永存', 'text_cht': '故鄉永存', 'text_deu': 'Auf ewig die Heimat', 'text_fra': 'Foyer éternel', 'text_kor': '고향은 망하지 않고', 'text_rus': 'Родной город всегда с тобой', 'text_spa': 'Nostalgia del hogar'}	{'text_eng': 'Nina', 'text_jpn': 'ニーナ', 'text_chs': '妮娜', 'text_cht': '妮娜', 'text_deu': 'Nina', 'text_fra': 'Nina', 'text_kor': '니나', 'text_rus': 'Нина', 'text_spa': 'Nina'}	[{'reward_hash': 'ITEM_INTERIOR_92'}, {'reward_hash': 'ITEM_INTERIOR_124'}]
CHARACTER_QUEST_LENJA_00	{'text_eng': 'Cute and Timid 1', 'text_jpn': '愛しき小心者・１', 'text_chs': '可爱的胆小鬼 1', 'text_cht': '可愛的膽小鬼 1', 'text_deu': 'Niedlich, aber scheu 1', 'text_fra': 'Mignonne et timide 1', 'text_kor': '귀엽고 소심한 사람1', 'text_rus': 'Милая и робкая 1', 'text_spa': 'Adorable y tímida 1'}	{'text_eng': 'Lenja', 'text_jpn': 'レイニャ', 'text_chs': '蕾妮雅', 'text_cht': '蕾妮雅', 'text_deu': 'Lenja', 'text_fra': 'Lenja', 'text_kor': '레이냐', 'text_rus': 'Ленья', 'text_spa': 'Lenja'}	[{'reward_hash': 'ITEM_INTERIOR_12'}, {'reward_hash': 'ITEM_INTERIOR_38'}]
CHARACTER_QUEST_LENJA_02	{'text_eng': 'Cute and Timid 3', 'text_jpn': '愛しき小心者・３', 'text_chs': '可爱的胆小鬼 3', 'text_cht': '可愛的膽小鬼 3', 'text_deu': 'Niedlich, aber scheu 3', 'text_fra': 'Mignonne et timide 3', 'text_kor': '귀엽고 소심한 사람3', 'text_rus': 'Милая и робкая 3', 'text_spa': 'Adorable y tímida 3'}	{'text_eng': 'Lenja', 'text_jpn': 'レイニャ', 'text_chs': '蕾妮雅', 'text_cht': '蕾妮雅', 'text_deu': 'Lenja', 'text_fra': 'Lenja', 'text_kor': '레이냐', 'text_rus': 'Ленья', 'text_spa': 'Lenja'}	[{'reward_hash': 'ITEM_INTERIOR_23'}, {'reward_hash': 'ITEM_INTERIOR_48'}]
CHARACTER_QUEST_LENJA_03	{'text_eng': 'Cute and Timid 4', 'text_jpn': '愛しき小心者・４', 'text_chs': '可爱的胆小鬼 4', 'text_cht': '可愛的膽小鬼 4', 'text_deu': 'Niedlich, aber scheu 4', 'text_fra': 'Mignonne et timide 4', 'text_kor': '귀엽고 소심한 사람4', 'text_rus': 'Милая и робкая 4', 'text_spa': 'Adorable y tímida 4'}	{'text_eng': 'Lenja', 'text_jpn': 'レイニャ', 'text_chs': '蕾妮雅', 'text_cht': '蕾妮雅', 'text_deu': 'Lenja', 'text_fra': 'Lenja', 'text_kor': '레이냐', 'text_rus': 'Ленья', 'text_spa': 'Lenja'}	[{'reward_hash': 'ITEM_INTERIOR_56'}, {'reward_hash': 'ITEM_INTERIOR_69'}]
CHARACTER_QUEST_LENJA_04	{'text_eng': 'Faithful Welleks', 'text_jpn': 'ウェルクスの信仰', 'text_chs': '兽耳人的信仰', 'text_cht': '獸耳人的信仰', 'text_deu': 'Der Glaube der Welleks', 'text_fra': 'Welleks fidèles', 'text_kor': '웰크스의 신앙', 'text_rus': 'Верность веллеков', 'text_spa': 'Welleks leales'}	{'text_eng': 'Lenja', 'text_jpn': 'レイニャ', 'text_chs': '蕾妮雅', 'text_cht': '蕾妮雅', 'text_deu': 'Lenja', 'text_fra': 'Lenja', 'text_kor': '레이냐', 'text_rus': 'Ленья', 'text_spa': 'Lenja'}	[{'reward_hash': 'ITEM_INTERIOR_109'}, {'reward_hash': 'ITEM_INTERIOR_85'}]
CHARACTER_QUEST_LENJA_05	{'text_eng': 'Turn That Frown Upside Down', 'text_jpn': '寂しさから笑顔へ', 'text_chs': '化寂寞为笑容', 'text_cht': '化寂寞為笑容', 'text_deu': 'Vom Trübsal zum Lächeln', 'text_fra': 'Le sourire retrouvé', 'text_kor': '쓸쓸함에서 미소로', 'text_rus': 'Не печалься, гляди веселей', 'text_spa': 'Cambia esa cara'}	{'text_eng': 'Lenja', 'text_jpn': 'レイニャ', 'text_chs': '蕾妮雅', 'text_cht': '蕾妮雅', 'text_deu': 'Lenja', 'text_fra': 'Lenja', 'text_kor': '레이냐', 'text_rus': 'Ленья', 'text_spa': 'Lenja'}	[{'reward_hash': 'ITEM_INTERIOR_95'}, {'reward_hash': 'ITEM_INTERIOR_127'}]
